cod_cor,denumire,denumire_normalizata,grupa_majora,subgrupa_majora,grupa_minora,isco_grupa_de_baza
324003,autopsier la ecarisaj,autopsier la ecarisaj,3,32,324,3240
324004,tehnician veterinar,tehnician veterinar,3,32,324,3240
325101,tehnician dentar,tehnician dentar,3,32,325,3251
325102,asistent de profilaxie stomatologică,asistent de profilaxie stomatologica,3,32,325,3251
325103,asistent de medicină dentară,asistent de medicina dentara,3,32,325,3251
325201,administrator programe naționale boli transmisibile,administrator programe nationale boli transmisibile,3,32,325,3252
325202,agent rețea,agent retea,3,32,325,3252
325203,asistent coordonator programe naționale curative și boli netransmisibile,asistent coordonator programe nationale curative si boli netransmisibile,3,32,325,3252
325301,asistent medical comunitar,asistent medical comunitar,3,32,325,3253
325401,optician medical,optician medical,3,32,325,3254
325402,optometrist (studii medii),optometrist studii medii,3,32,325,3254
325501,maseur,maseur,3,32,325,3255
325502,asistent medical fizioterapie,asistent medical fizioterapie,3,32,325,3255
325503,ergoterapeut,ergoterapeut,3,32,325,3255
325504,reflexoterapeut,reflexoterapeut,3,32,325,3255
325601,oficiant medical,oficiant medical,3,32,325,3256
325602,tehnician sanitar,tehnician sanitar,3,32,325,3256
325603,asistent medical consiliere HIV/ SIDA,asistent medical consiliere hiv sida,3,32,325,3256
325704,expert/ specialist standardizare,expert specialist standardizare,3,32,325,3257
325705,monitor mediul înconjurător,monitor mediul inconjurator,3,32,325,3257
325706,inspector pentru conformare ecologică,inspector pentru conformare ecologica,3,32,325,3257
325707,asistent standardizare,asistent standardizare,3,32,325,3257
325708,manager al sistemului de management al riscului,manager al sistemului de management al riscului,3,32,325,3257
325709,manager al sistemului de management securitate și sănătate în muncă,manager al sistemului de management securitate si sanatate in munca,3,32,325,3257
325710,responsabil de mediu,responsabil de mediu,3,32,325,3257
325712,inspector protecția mediului,inspector protectia mediului,3,32,325,3257
325716,auditor responsabilitate socială,auditor responsabilitate sociala,3,32,325,3257
325717,responsabil al managementului responsabilității sociale,responsabil al managementului responsabilitatii sociale,3,32,325,3257
325718,manager de responsabilitate socială,manager de responsabilitate sociala,3,32,325,3257
325719,inspector sanitar,inspector sanitar,3,32,325,3257
325720,inspector protecție socială,inspector protectie sociala,3,32,325,3257
325721,tehnician în securitate și sănătate în muncă,tehnician in securitate si sanatate in munca,3,32,325,3257
325722,tehnician condiții de muncă și securitate,tehnician conditii de munca si securitate,3,32,325,3257
325723,inspector în domeniul securității și sănătății în muncă,inspector in domeniul securitatii si sanatatii in munca,3,32,325,3257
325724,coordonator în materie de securitate și sănătate în muncă (studii medii),coordonator in materie de securitate si sanatate in munca studii medii,3,32,325,3257
325726,coordonator în materie de securitate și sănătate în muncă pentru logistică (studii medii),coordonator in materie de securitate si sanatate in munca pentru logistica studii medii,3,32,325,3257
325727,specialist securitate și sănătate în muncă în domeniul servicii de întreținere și reparații autovehicule (studii medii),specialist securitate si sanatate in munca in domeniul servicii de intretinere si reparatii autovehicule studii medii,3,32,325,3257
325728,manager dezvoltare durabilă pentru mobilă sau componente,manager dezvoltare durabila pentru mobila sau componente,3,32,325,3257
325729,tehnician ergonomist,tehnician ergonomist,3,32,325,3257
325801,brancardier,brancardier,3,32,325,3258
325802,ambulanțier,ambulantier,3,32,325,3258
325901,asistent medical generalist,asistent medical generalist,3,32,325,3259
325902,asistent medical nutriție dietetică,asistent medical nutritie dietetica,3,32,325,3259
325903,paramedic,paramedic,3,32,325,3259
325904,asistent medical laborator,asistent medical laborator,3,32,325,3259
325905,asistent medical de pediatrie,asistent medical de pediatrie,3,32,325,3259
325906,asistent medical obstetrică-ginecologie,asistent medical obstetrica ginecologie,3,32,325,3259
325907,asistent medical igienă și sănătate publică,asistent medical igiena si sanatate publica,3,32,325,3259
325908,asistent medico-social,asistent medico social,3,32,325,3259
325909,"asistent medical balneofizioterapie, balneofiziokinetoterapie și recuperare",asistent medical balneofizioterapie balneofiziokinetoterapie si recuperare,3,32,325,3259
325910,asistent medical radiologie,asistent medical radiologie,3,32,325,3259
331101,cambist (broker valori),cambist broker valori,3,33,331,3311
331102,agent de schimb,agent de schimb,3,33,331,3311
331103,intermediar în activitatea financiară și comercială (broker),intermediar in activitatea financiara si comerciala broker,3,33,331,3311
331104,broker bursa de mărfuri,broker bursa de marfuri,3,33,331,3311
331105,agent de vânzări directe (produse financiar-bancare),agent de vanzari directe produse financiar bancare,3,33,331,3311
331106,teleoperator financiar-bancar,teleoperator financiar bancar,3,33,331,3311
331107,agent marketing pensii private,agent marketing pensii private,3,33,331,3311
331108,agent pentru servicii de investiții financiare,agent pentru servicii de investitii financiare,3,33,331,3311
331109,broker de servicii pentru afaceri,broker de servicii pentru afaceri,3,33,331,3311
331202,ofițer operațiuni financiar-bancare,ofiter operatiuni financiar bancare,3,33,331,3312
331301,calculator devize,calculator devize,3,33,331,3313
331302,contabil,contabil,3,33,331,3313
331303,tehnician merceolog,tehnician merceolog,3,33,331,3313
331304,planificator,planificator,3,33,331,3313
331305,revizor gestiune,revizor gestiune,3,33,331,3313
331306,contabil bugetar,contabil bugetar,3,33,331,3313
331307,secretar economic (studii medii),secretar economic studii medii,3,33,331,3313
331308,merceolog,merceolog,3,33,331,3313
331309,referent,referent,3,33,331,3313
331401,referent statistician,referent statistician,3,33,331,3314
331402,statistician,statistician,3,33,331,3314
331403,statistician medical,statistician medical,3,33,331,3314
331404,actuar,actuar,3,33,331,3314
331405,tehnician planificare/ urmărire sinteze,tehnician planificare urmarire sinteze,3,33,331,3314
331501,estimator licitații,estimator licitatii,3,33,331,3315
331502,evaluator asigurări,evaluator asigurari,3,33,331,3315
331503,evaluator tehnic daune auto,evaluator tehnic daune auto,3,33,331,3315
332101,agent de asigurare,agent de asigurare,3,33,332,3321
332102,broker în asigurări,broker in asigurari,3,33,332,3321
332201,reprezentant tehnic,reprezentant tehnic,3,33,332,3322
332202,reprezentant comercial,reprezentant comercial,3,33,332,3322
332203,agent de vânzări,agent de vanzari,3,33,332,3322
332204,consilier vânzări bijuterii și ceasuri,consilier vanzari bijuterii si ceasuri,3,33,332,3322
332301,specialist în achiziții,specialist in achizitii,3,33,332,3323
332401,agent comercial,agent comercial,3,33,332,3324
332402,mercantizor,mercantizor,3,33,332,3324
332403,agent vânzări standarde și produse conexe,agent vanzari standarde si produse conexe,3,33,332,3324
333101,agent contractări și achiziții (broker mărfuri),agent contractari si achizitii broker marfuri,3,33,333,3331
333102,recepționer contractări-achiziții,receptioner contractari achizitii,3,33,333,3331
333103,administrator cumpărări,administrator cumparari,3,33,333,3331
333104,agent cumpărări,agent cumparari,3,33,333,3331
333105,declarant vamal,declarant vamal,3,33,333,3331
333106,agent tranzit,agent tranzit,3,33,333,3331
333107,agent maritim,agent maritim,3,33,333,3331
333201,organizator evenimente,organizator evenimente,3,33,333,3332
333301,agent repartizare a forței de muncă,agent repartizare a fortei de munca,3,33,333,3333
333302,agent orientare profesională a șomerilor/ agent informare privind cariera,agent orientare profesionala a somerilor agent informare privind cariera,3,33,333,3333
333303,agent evidență și plată a ajutorului de șomaj,agent evidenta si plata a ajutorului de somaj,3,33,333,3333
333304,referent resurse umane,referent resurse umane,3,33,333,3333
333305,agent ocupare,agent ocupare,3,33,333,3333
333307,tehnician mobilitate personal,tehnician mobilitate personal,3,33,333,3333
333308,tehnician reconversie personal,tehnician reconversie personal,3,33,333,3333
333309,instructor/ preparator formare,instructor preparator formare,3,33,333,3333
333310,tehnician calificare gestiune competențe,tehnician calificare gestiune competente,3,33,333,3333
333311,tehnician resurse umane,tehnician resurse umane,3,33,333,3333
333401,agent imobiliar (broker imobiliar),agent imobiliar broker imobiliar,3,33,333,3334
333901,agent reclamă publicitară,agent reclama publicitara,3,33,333,3339
333902,agent literar,agent literar,3,33,333,3339
333903,impresar muzical,impresar muzical,3,33,333,3339
333904,impresar teatru,impresar teatru,3,33,333,3339
333905,manager sportiv,manager sportiv,3,33,333,3339
333906,asistent relații publice și comunicare (studii medii),asistent relatii publice si comunicare studii medii,3,33,333,3339
333907,agent servicii client,agent servicii client,3,33,333,3339
333908,impresar artistic,impresar artistic,3,33,333,3339
333909,organizator spectacole,organizator spectacole,3,33,333,3339
333910,operator de interviu,operator de interviu,3,33,333,3339
333911,referent comerț exterior,referent comert exterior,3,33,333,3339
333912,operator vânzări prin telefon,operator vanzari prin telefon,3,33,333,3339
333913,agent de navă,agent de nava,3,33,333,3339
333914,asistent atragere fonduri,asistent atragere fonduri,3,33,333,3339
334201,secretar procuratură,secretar procuratura,3,33,334,3342
334301,secretar administrativ,secretar administrativ,3,33,334,3343
334302,secretar asistent director,secretar asistent director,3,33,334,3343
334303,asistent manager,asistent manager,3,33,334,3343
334304,asistent de cabinet,asistent de cabinet,3,33,334,3343
334401,registrator medical,registrator medical,3,33,334,3344
334402,registrator medical în anatomie patologică,registrator medical in anatomie patologica,3,33,334,3344
334403,recepționer medical,receptioner medical,3,33,334,3344
334404,transcriptor medical,transcriptor medical,3,33,334,3344
335101,"controlor vamal, controlor pentru datoria vamală (studii medii)",controlor vamal controlor pentru datoria vamala studii medii,3,33,335,3351
335102,revizor vamal,revizor vamal,3,33,335,3351
335103,referent TIR și tranzite (studii medii),referent tir si tranzite studii medii,3,33,335,3351
335104,referent vamal (studii medii),referent vamal studii medii,3,33,335,3351
335105,expert/ inspector vamal,expert inspector vamal,3,33,335,3351
335106,"controlor vamal, controlor pentru datoria vamală, agent vamal (studii superioare)",controlor vamal controlor pentru datoria vamala agent vamal studii superioare,3,33,335,3351
335107,inspector de trafic rutier (studii medii),inspector de trafic rutier studii medii,3,33,335,3351
335201,inspector taxe și impozite,inspector taxe si impozite,3,33,335,3352
335202,operator rol,operator rol,3,33,335,3352
335203,perceptor,perceptor,3,33,335,3352
335401,"inspector pensii, asigurări sociale și asistență socială",inspector pensii asigurari sociale si asistenta sociala,3,33,335,3354
335402,"referent pensii, asigurări sociale și asistență socială",referent pensii asigurari sociale si asistenta sociala,3,33,335,3354
335403,"inspector pentru acordarea de permise, licențe sau autorizații",inspector pentru acordarea de permise licente sau autorizatii,3,33,335,3354
335404,inspector de stat,inspector de stat,3,33,335,3354
335405,inspector tehnic,inspector tehnic,3,33,335,3354
335406,expert,expert,3,33,335,3354
335501,inspector de poliție,inspector de politie,3,33,335,3355
335502,detectiv,detectiv,3,33,335,3355
335503,anchetator poliție,anchetator politie,3,33,335,3355
335504,detectiv particular,detectiv particular,3,33,335,3355
335901,inspector metrolog,inspector metrolog,3,33,335,3359
335902,inspector prețuri,inspector preturi,3,33,335,3359
335903,inspector salarii,inspector salarii,3,33,335,3359
335904,comisar,comisar,3,33,335,3359
